,Employee_ID,Full_Name,Age,Department,Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work
215,EMP1215,Frank Jones,30.0,Admin,Texas,Inactive,2024-08-26,83071.85,frank.jones@example.com,6025643470,Poor,False
216,EMP1216,Heidi Brown,40.0,Sales,Texas,Active,2020-02-08,67914.67,heidi.brown@example.com,2871539914,Excellent,True
217,EMP1217,Grace Jones,25.0,HR,New York,Inactive,2020-09-06,53342.46,grace.jones@example.com,6686334140,Poor,False
218,EMP1218,Heidi Garcia,25.0,Cloud Tech,Florida,Pending,2023-01-02,51150.47,heidi.garcia@example.com,1159319524,Excellent,False
219,EMP1219,David Davis,30.0,HR,Florida,Active,2023-06-13,74697.12,david.davis@example.com,6904098365,Average,True
220,EMP1220,Charlie Williams,25.0,Sales,California,Active,2022-12-13,88085.74,charlie.williams@example.com,5528993159,Excellent,True
221,EMP1221,Alice Williams,40.0,Finance,Texas,Pending,2022-03-03,118672.76,alice.williams@example.com,8752437728,Poor,False
222,EMP1222,Alice Miller,35.0,Cloud Tech,California,Active,2024-02-10,95997.31,alice.miller@example.com,4209548148,Average,False
223,EMP1223,Frank Brown,30.0,Cloud Tech,California,Pending,2021-11-24,106945.62,frank.brown@example.com,7374605232,Average,False
224,EMP1224,Heidi Johnson,40.0,DevOps,New York,Active,2020-05-09,100123.15,heidi.johnson@example.com,276420864,Average,False
225,EMP1225,Alice Johnson,35.0,Admin,Texas,Active,2024-12-19,52933.42,alice.johnson@example.com,6756618442,Poor,True
226,EMP1226,Grace Jones,30.0,Finance,California,Active,2024-03-22,95283.03,grace.jones@example.com,8612590471,Good,False
227,EMP1227,Alice Miller,35.0,HR,Texas,Inactive,2022-06-13,112264.06,alice.miller@example.com,9277423329,Good,False
228,EMP1228,Grace Smith,35.0,Admin,Florida,Pending,2022-10-15,75714.28,grace.smith@example.com,5912662014,Good,True
229,EMP1229,Eva Jones,25.0,DevOps,Florida,Active,2022-05-31,92171.73,eva.jones@example.com,7201859625,Poor,False
230,EMP1230,Eva Miller,35.0,Cloud Tech,Texas,Inactive,2023-09-15,70694.8,eva.miller@example.com,3013674925,Average,True
231,EMP1231,Grace Brown,30.0,DevOps,Florida,Inactive,2022-07-04,52964.86,grace.brown@example.com,1764750110,Good,True
232,EMP1232,Frank Brown,30.0,Finance,California,Pending,2024-06-08,116353.31,frank.brown@example.com,1783099973,Poor,True
233,EMP1233,Grace Brown,35.0,Sales,Nevada,Pending,2020-11-23,116695.26,grace.brown@example.com,1926764920,Good,False
234,EMP1234,Heidi Brown,25.0,Admin,Texas,Active,2024-05-13,95161.4,heidi.brown@example.com,5182606887,Excellent,False
235,EMP1235,Alice Brown,30.0,Admin,Nevada,Inactive,2022-01-29,76040.94,alice.brown@example.com,7189813128,Good,True
236,EMP1236,Charlie Miller,30.0,HR,Florida,Inactive,2023-08-23,69508.28,charlie.miller@example.com,2087510292,Good,False
237,EMP1237,Alice Miller,30.0,Finance,Illinois,Inactive,2023-02-24,58243.27,alice.miller@example.com,2184011844,Average,False
238,EMP1238,Heidi Williams,30.0,Sales,California,Pending,2022-10-02,64012.48,heidi.williams@example.com,8260340847,Poor,True
239,EMP1239,Bob Garcia,40.0,Admin,Nevada,Inactive,2020-06-28,106735.93,bob.garcia@example.com,7297585987,Average,True
240,EMP1240,Frank Johnson,35.0,DevOps,Texas,Pending,2023-01-15,70325.36,frank.johnson@example.com,3103032431,Average,False
241,EMP1241,Charlie Davis,30.0,HR,Illinois,Active,2020-09-05,118959.28,charlie.davis@example.com,9839542960,Average,True
242,EMP1242,David Brown,40.0,Cloud Tech,California,Pending,2023-03-18,75823.78,david.brown@example.com,8446267145,Average,False
243,EMP1243,Charlie Smith,30.0,Cloud Tech,Texas,Inactive,2022-03-26,119971.65,charlie.smith@example.com,2831435988,Average,False
244,EMP1244,Grace Davis,40.0,Sales,Texas,Active,2021-10-11,94963.7,grace.davis@example.com,2625660930,Good,False
245,EMP1245,Frank Miller,30.0,Sales,Nevada,Pending,2021-01-07,103744.71,frank.miller@example.com,4181861514,Average,False
246,EMP1246,Alice Smith,25.0,Sales,New York,Inactive,2020-12-03,61337.69,alice.smith@example.com,5423401635,Average,True
247,EMP1247,David Smith,35.0,Sales,California,Active,2021-05-28,63741.13,david.smith@example.com,1128497184,Poor,True
248,EMP1248,Eva Smith,30.0,DevOps,California,Pending,2022-12-28,56539.99,eva.smith@example.com,9484910255,Excellent,True
249,EMP1249,Charlie Williams,30.0,DevOps,Illinois,Pending,2023-05-24,73633.37,charlie.williams@example.com,2588967923,Good,True
250,EMP1250,Alice Miller,25.0,Cloud Tech,Texas,Pending,2024-04-28,90373.99,alice.miller@example.com,822269404,Good,False
251,EMP1251,Grace Smith,30.0,DevOps,Texas,Inactive,2024-12-25,93901.48,grace.smith@example.com,3967275783,Good,False
252,EMP1252,Eva Brown,40.0,Admin,Nevada,Inactive,2021-09-01,81748.09,eva.brown@example.com,4683414650,Average,True
253,EMP1253,Charlie Jones,40.0,Finance,Florida,Inactive,2021-02-21,73813.48,charlie.jones@example.com,1131290147,Average,False
254,EMP1254,Frank Smith,35.0,Finance,New York,Inactive,2022-11-20,89315.59,frank.smith@example.com,7068277880,Average,False
255,EMP1255,Heidi Williams,25.0,HR,Florida,Active,2020-10-15,56776.82,heidi.williams@example.com,6093068537,Poor,False
256,EMP1256,Grace Davis,30.0,Finance,New York,Active,2024-07-24,72920.51,grace.davis@example.com,9097283214,Excellent,True
257,EMP1257,Frank Miller,30.0,Admin,Florida,Pending,2022-08-14,84913.18,frank.miller@example.com,2850676250,Average,True
258,EMP1258,Alice Garcia,25.0,Finance,Illinois,Inactive,2021-05-08,65060.11,alice.garcia@example.com,5381447442,Excellent,True
259,EMP1259,Alice Williams,35.0,Finance,Illinois,Pending,2023-10-09,82941.08,alice.williams@example.com,963480796,Poor,False
260,EMP1260,Bob Smith,40.0,Admin,California,Pending,2022-01-19,103469.97,bob.smith@example.com,509754509,Good,True
261,EMP1261,Grace Miller,25.0,Sales,Illinois,Active,2022-01-12,88725.6,grace.miller@example.com,5265016730,Average,True
262,EMP1262,Heidi Jones,30.0,HR,Illinois,Pending,2023-06-05,58316.77,heidi.jones@example.com,8826170242,Excellent,True
263,EMP1263,Grace Smith,35.0,HR,Illinois,Inactive,2024-03-26,60098.72,grace.smith@example.com,7654562840,Excellent,True
264,EMP1264,Grace Williams,30.0,Cloud Tech,Texas,Active,2020-10-07,99951.43,grace.williams@example.com,7722560530,Average,True
265,EMP1265,Heidi Johnson,30.0,Sales,Illinois,Active,2021-11-02,115195.81,heidi.johnson@example.com,3402665022,Good,True
266,EMP1266,Grace Brown,30.0,DevOps,California,Pending,2021-11-19,85512.05,grace.brown@example.com,7416787255,Good,False
267,EMP1267,Heidi Garcia,30.0,HR,Florida,Active,2022-01-24,73186.77,heidi.garcia@example.com,8621102257,Good,False
268,EMP1268,Grace Davis,30.0,HR,Nevada,Pending,2023-07-12,51865.3,grace.davis@example.com,305690673,Poor,True
269,EMP1269,David Williams,25.0,Sales,Florida,Active,2022-12-09,94031.77,david.williams@example.com,4716392822,Excellent,True
270,EMP1270,Grace Miller,30.0,DevOps,New York,Active,2023-03-18,116374.36,grace.miller@example.com,4143637188,Excellent,False
271,EMP1271,Alice Garcia,40.0,HR,Florida,Active,2022-04-25,98335.02,alice.garcia@example.com,2392312603,Excellent,False
272,EMP1272,Heidi Garcia,25.0,DevOps,New York,Pending,2021-02-28,89262.07,heidi.garcia@example.com,3260931065,Poor,True
273,EMP1273,Heidi Garcia,30.0,Finance,California,Active,2022-07-30,113848.69,heidi.garcia@example.com,8433567085,Excellent,True
274,EMP1274,Frank Smith,35.0,Sales,Florida,Active,2021-05-19,69530.45,frank.smith@example.com,414545634,Poor,True
275,EMP1275,Eva Brown,35.0,DevOps,New York,Pending,2023-12-14,84230.22,eva.brown@example.com,200053473,Good,True
276,EMP1276,Eva Smith,35.0,Cloud Tech,Illinois,Pending,2023-01-17,76578.59,eva.smith@example.com,9162475540,Average,False
277,EMP1277,Frank Miller,30.0,HR,Texas,Inactive,2024-01-02,55532.06,frank.miller@example.com,1082555988,Excellent,True
278,EMP1278,Eva Smith,40.0,Admin,New York,Pending,2021-07-09,115311.68,eva.smith@example.com,5343961128,Excellent,True
279,EMP1279,Charlie Johnson,25.0,Sales,Nevada,Pending,2021-05-05,66972.06,charlie.johnson@example.com,1093371188,Good,True
280,EMP1280,David Brown,30.0,Cloud Tech,Texas,Inactive,2021-11-07,100215.06,david.brown@example.com,5473820235,Average,True
281,EMP1281,Charlie Brown,25.0,Sales,New York,Inactive,2023-08-30,115452.25,charlie.brown@example.com,8485571616,Poor,False
282,EMP1282,Heidi Miller,30.0,HR,California,Inactive,2023-08-15,54141.38,heidi.miller@example.com,6880294239,Average,False
283,EMP1283,David Davis,30.0,DevOps,Nevada,Active,2020-12-24,79251.95,david.davis@example.com,9036788126,Good,False
284,EMP1284,Alice Johnson,40.0,Finance,New York,Pending,2024-11-21,114822.78,alice.johnson@example.com,8686694319,Good,True
285,EMP1285,Alice Williams,35.0,Sales,Illinois,Active,2021-11-17,69919.32,alice.williams@example.com,2939087883,Average,True
286,EMP1286,Heidi Smith,30.0,Sales,Florida,Inactive,2021-01-29,106616.97,heidi.smith@example.com,4344812307,Poor,False
287,EMP1287,Heidi Jones,35.0,DevOps,New York,Active,2024-02-17,73597.85,heidi.jones@example.com,3402424032,Poor,True
288,EMP1288,David Smith,30.0,Sales,Nevada,Inactive,2024-08-20,79939.23,david.smith@example.com,8105955183,Excellent,True
289,EMP1289,Grace Garcia,25.0,Admin,New York,Inactive,2021-10-24,85547.87,grace.garcia@example.com,2694500533,Poor,False
290,EMP1290,Grace Smith,30.0,Finance,California,Inactive,2021-09-10,90772.25,grace.smith@example.com,2408916497,Average,False
291,EMP1291,Eva Williams,35.0,DevOps,New York,Active,2023-09-29,58275.74,eva.williams@example.com,3735439626,Good,False
292,EMP1292,Grace Smith,30.0,DevOps,California,Pending,2020-08-28,94709.79,grace.smith@example.com,3652717271,Excellent,False
293,EMP1293,Frank Johnson,30.0,Admin,New York,Active,2022-09-06,60722.99,frank.johnson@example.com,2397240421,Excellent,True
294,EMP1294,Frank Johnson,40.0,DevOps,Illinois,Inactive,2024-03-31,87626.24,frank.johnson@example.com,6931216375,Good,True
295,EMP1295,David Brown,30.0,DevOps,Illinois,Active,2022-12-12,81272.36,david.brown@example.com,1820916600,Poor,False
296,EMP1296,Bob Miller,30.0,Cloud Tech,Texas,Pending,2022-11-01,64150.97,bob.miller@example.com,23142899,Good,True
297,EMP1297,Charlie Davis,35.0,Sales,Florida,Active,2023-10-25,64378.1,charlie.davis@example.com,1851327971,Poor,False
298,EMP1298,Bob Jones,30.0,Finance,Texas,Inactive,2020-09-27,85927.35,bob.jones@example.com,4572308480,Good,False
299,EMP1299,Alice Garcia,30.0,Finance,Nevada,Inactive,2024-01-21,51523.93,alice.garcia@example.com,18418619,Average,True
300,EMP1300,Alice Smith,30.0,Sales,Texas,Active,2022-05-17,74117.02,alice.smith@example.com,3036625435,Poor,False
301,EMP1301,Alice Smith,25.0,Finance,Texas,Inactive,2022-04-17,62598.69,alice.smith@example.com,1721314518,Average,True
302,EMP1302,Grace Williams,35.0,Finance,Florida,Inactive,2022-02-08,55617.5,grace.williams@example.com,5151092267,Excellent,True
303,EMP1303,Charlie Miller,35.0,Cloud Tech,New York,Pending,2022-03-15,87018.98,charlie.miller@example.com,5926249450,Good,True
304,EMP1304,David Johnson,25.0,Cloud Tech,California,Inactive,2023-10-11,100336.58,david.johnson@example.com,4754102251,Excellent,True
305,EMP1305,Grace Jones,30.0,Admin,Florida,Inactive,2020-11-13,69295.48,grace.jones@example.com,6771196420,Excellent,False
306,EMP1306,Bob Brown,25.0,DevOps,Florida,Pending,2024-04-17,115536.66,bob.brown@example.com,5226557675,Excellent,True
307,EMP1307,David Johnson,30.0,Cloud Tech,Texas,Pending,2020-03-09,81250.87,david.johnson@example.com,9523668787,Excellent,False
308,EMP1308,Alice Garcia,30.0,DevOps,Texas,Inactive,2022-06-17,66403.75,alice.garcia@example.com,7883619688,Good,False
309,EMP1309,Alice Miller,30.0,Sales,California,Active,2024-07-28,114147.79,alice.miller@example.com,3135030586,Excellent,False
310,EMP1310,Frank Garcia,30.0,HR,New York,Pending,2022-12-03,65472.99,frank.garcia@example.com,2105524727,Good,False
311,EMP1311,Alice Davis,30.0,Sales,Nevada,Active,2023-07-06,97512.51,alice.davis@example.com,6333021259,Good,True
312,EMP1312,Alice Brown,35.0,DevOps,Nevada,Inactive,2024-05-28,86712.41,alice.brown@example.com,6501917919,Average,True
313,EMP1313,Grace Davis,30.0,HR,Florida,Active,2024-03-25,87654.98,grace.davis@example.com,2521310961,Poor,False
314,EMP1314,David Williams,35.0,DevOps,New York,Inactive,2020-04-28,89367.02,david.williams@example.com,2728476569,Poor,False
315,EMP1315,Charlie Garcia,40.0,Admin,California,Active,2021-11-07,95269.41,charlie.garcia@example.com,4120092819,Good,True
316,EMP1316,Frank Williams,25.0,Sales,Nevada,Active,2020-04-15,68792.31,frank.williams@example.com,6678498435,Average,False
317,EMP1317,Alice Smith,25.0,Admin,Illinois,Pending,2023-10-07,89119.53,alice.smith@example.com,2418623689,Good,True
318,EMP1318,Frank Davis,35.0,Cloud Tech,New York,Active,2024-02-27,58212.13,frank.davis@example.com,3628917755,Good,False
319,EMP1319,Heidi Miller,30.0,DevOps,Illinois,Pending,2021-02-22,77764.24,heidi.miller@example.com,6205634110,Good,True
320,EMP1320,Frank Garcia,35.0,Finance,Florida,Pending,2023-08-21,75148.17,frank.garcia@example.com,5950342810,Average,False
321,EMP1321,Heidi Jones,40.0,Cloud Tech,Nevada,Inactive,2024-04-08,108781.18,heidi.jones@example.com,3904383033,Poor,False
322,EMP1322,Frank Brown,35.0,Finance,Texas,Pending,2024-11-04,65489.19,frank.brown@example.com,1990970050,Average,True
323,EMP1323,Eva Johnson,30.0,Sales,Illinois,Pending,2022-05-05,70663.46,eva.johnson@example.com,4054683564,Excellent,False
324,EMP1324,David Miller,40.0,Sales,New York,Inactive,2023-02-01,95822.56,david.miller@example.com,2156818208,Average,False
325,EMP1325,Eva Miller,40.0,DevOps,Nevada,Pending,2022-10-01,82258.03,eva.miller@example.com,6790422710,Average,True
326,EMP1326,Frank Williams,30.0,Admin,Nevada,Pending,2022-09-27,62883.34,frank.williams@example.com,3322889856,Average,False
327,EMP1327,Alice Davis,30.0,Cloud Tech,Texas,Pending,2020-04-09,103503.72,alice.davis@example.com,2545960632,Average,True
328,EMP1328,David Garcia,25.0,DevOps,New York,Active,2021-03-23,85401.3,david.garcia@example.com,9912971023,Poor,True
329,EMP1329,Heidi Garcia,40.0,Cloud Tech,Texas,Pending,2023-02-03,85547.87,heidi.garcia@example.com,8171752420,Excellent,False
330,EMP1330,Eva Smith,30.0,HR,Texas,Pending,2024-07-23,98850.14,eva.smith@example.com,4955112746,Poor,False
331,EMP1331,Charlie Smith,25.0,Cloud Tech,Illinois,Active,2021-05-08,63435.24,charlie.smith@example.com,4721970545,Poor,False
332,EMP1332,Frank Brown,35.0,Finance,Texas,Inactive,2022-04-11,82129.84,frank.brown@example.com,6927589550,Average,False
333,EMP1333,David Williams,35.0,DevOps,Texas,Pending,2024-10-23,95492.61,david.williams@example.com,6874090379,Good,False
334,EMP1334,Grace Miller,40.0,Finance,Illinois,Inactive,2020-04-24,94572.37,grace.miller@example.com,2146296135,Good,False
335,EMP1335,Bob Garcia,40.0,Finance,Nevada,Inactive,2023-03-04,118413.05,bob.garcia@example.com,7157787111,Poor,False
336,EMP1336,Alice Jones,30.0,Admin,Nevada,Pending,2022-08-31,68976.65,alice.jones@example.com,1663651558,Poor,True
337,EMP1337,Eva Williams,30.0,Sales,Nevada,Active,2021-01-02,115013.65,eva.williams@example.com,7371470826,Average,False
338,EMP1338,David Brown,30.0,Admin,Nevada,Inactive,2020-06-06,70949.38,david.brown@example.com,2359096055,Poor,True
339,EMP1339,Grace Brown,30.0,HR,Florida,Pending,2020-10-13,105334.87,grace.brown@example.com,7303064420,Average,False
340,EMP1340,Bob Williams,30.0,DevOps,California,Active,2020-07-19,80596.18,bob.williams@example.com,2146147682,Good,False
341,EMP1341,Frank Brown,30.0,Sales,Illinois,Inactive,2024-05-03,72846.37,frank.brown@example.com,4201654234,Good,True
342,EMP1342,Heidi Williams,40.0,Admin,California,Pending,2022-02-07,80229.36,heidi.williams@example.com,6778265959,Excellent,False
343,EMP1343,Grace Johnson,25.0,Sales,California,Active,2023-12-31,55145.47,grace.johnson@example.com,8931992549,Good,False
344,EMP1344,Grace Williams,30.0,DevOps,Florida,Inactive,2022-01-08,85547.87,grace.williams@example.com,2727516479,Poor,True
345,EMP1345,Eva Davis,40.0,HR,California,Active,2020-09-28,56110.81,eva.davis@example.com,7279103367,Good,False
346,EMP1346,Grace Williams,25.0,Cloud Tech,Texas,Inactive,2023-02-09,56514.5,grace.williams@example.com,2963533904,Average,False
347,EMP1347,Frank Brown,40.0,Cloud Tech,California,Inactive,2022-03-05,104541.84,frank.brown@example.com,5044817765,Good,False
348,EMP1348,David Garcia,30.0,Sales,New York,Pending,2022-02-18,61865.12,david.garcia@example.com,5586851275,Excellent,True
349,EMP1349,Eva Davis,40.0,Admin,Texas,Active,2022-06-09,69317.33,eva.davis@example.com,5289286645,Good,False
350,EMP1350,Bob Brown,35.0,HR,New York,Pending,2023-07-04,84706.17,bob.brown@example.com,4911110960,Average,False
351,EMP1351,Heidi Smith,25.0,Admin,California,Active,2022-03-21,73255.21,heidi.smith@example.com,7981789045,Average,False
352,EMP1352,Frank Smith,40.0,HR,Florida,Pending,2023-05-02,59528.71,frank.smith@example.com,3378613714,Poor,False
353,EMP1353,David Garcia,40.0,HR,New York,Inactive,2021-10-15,70401.37,david.garcia@example.com,7660538443,Good,True
354,EMP1354,Heidi Garcia,30.0,Admin,California,Inactive,2021-07-28,107154.62,heidi.garcia@example.com,4630600024,Average,True
355,EMP1355,Bob Davis,30.0,Admin,Illinois,Pending,2021-01-03,97719.88,bob.davis@example.com,8955296385,Excellent,False
356,EMP1356,Heidi Johnson,30.0,Finance,California,Pending,2020-05-21,107327.59,heidi.johnson@example.com,3960962625,Poor,False
357,EMP1357,Grace Garcia,40.0,Admin,Nevada,Inactive,2021-05-10,67687.72,grace.garcia@example.com,5826312818,Excellent,True
358,EMP1358,Grace Smith,40.0,Cloud Tech,Florida,Pending,2022-09-08,90757.08,grace.smith@example.com,6482531105,Good,True
359,EMP1359,Grace Williams,30.0,Cloud Tech,California,Pending,2024-07-21,87583.42,grace.williams@example.com,920981959,Good,False
360,EMP1360,Bob Brown,25.0,Admin,Nevada,Pending,2021-12-28,61643.69,bob.brown@example.com,2752334382,Good,True
361,EMP1361,Grace Smith,35.0,Finance,Texas,Active,2020-07-20,68111.69,grace.smith@example.com,6404120910,Poor,False
362,EMP1362,David Smith,40.0,HR,Florida,Inactive,2024-04-30,97568.88,david.smith@example.com,7911244210,Average,True
363,EMP1363,Charlie Johnson,35.0,Cloud Tech,Florida,Active,2021-08-28,79118.28,charlie.johnson@example.com,7536170616,Poor,True
364,EMP1364,Bob Davis,30.0,HR,California,Inactive,2022-07-21,104898.9,bob.davis@example.com,1366572239,Excellent,True
365,EMP1365,Frank Davis,40.0,Cloud Tech,Florida,Pending,2023-11-27,81671.3,frank.davis@example.com,2990155798,Poor,True
366,EMP1366,Alice Miller,25.0,Cloud Tech,California,Pending,2020-08-11,97399.75,alice.miller@example.com,8028413907,Excellent,False
367,EMP1367,David Johnson,30.0,Admin,Illinois,Active,2021-11-08,89189.43,david.johnson@example.com,882351304,Poor,True
368,EMP1368,David Williams,40.0,DevOps,New York,Active,2023-08-04,96011.55,david.williams@example.com,2312447314,Average,True
369,EMP1369,David Davis,40.0,Sales,Florida,Inactive,2020-01-10,99331.49,david.davis@example.com,8477686341,Excellent,False
370,EMP1370,Bob Brown,30.0,Cloud Tech,Illinois,Active,2022-01-19,72818.94,bob.brown@example.com,3461994236,Good,True
371,EMP1371,Eva Garcia,40.0,Sales,Nevada,Inactive,2023-05-07,77204.75,eva.garcia@example.com,6769459195,Good,True
372,EMP1372,Bob Johnson,35.0,HR,Florida,Pending,2020-12-19,106961.68,bob.johnson@example.com,6395517207,Poor,False
373,EMP1373,Eva Garcia,30.0,Sales,Texas,Pending,2020-10-01,71923.0,eva.garcia@example.com,4964985600,Good,True
374,EMP1374,Bob Smith,30.0,HR,Nevada,Active,2022-11-12,77192.43,bob.smith@example.com,2562531354,Excellent,False
375,EMP1375,Grace Brown,40.0,Admin,Florida,Pending,2023-01-05,98540.3,grace.brown@example.com,2510505378,Good,False
376,EMP1376,Charlie Brown,30.0,Admin,Florida,Inactive,2020-10-14,63096.9,charlie.brown@example.com,5381649382,Average,False
377,EMP1377,Alice Smith,35.0,Cloud Tech,Florida,Active,2021-02-03,107065.12,alice.smith@example.com,1849196654,Average,False
378,EMP1378,Heidi Johnson,40.0,DevOps,Florida,Inactive,2023-12-25,108792.43,heidi.johnson@example.com,3307704610,Poor,True
379,EMP1379,Bob Smith,30.0,Cloud Tech,New York,Inactive,2020-03-07,69239.7,bob.smith@example.com,7295963903,Excellent,False
380,EMP1380,Charlie Garcia,40.0,Sales,Nevada,Inactive,2023-01-30,85756.42,charlie.garcia@example.com,907426087,Average,True
381,EMP1381,Eva Miller,30.0,HR,Illinois,Active,2024-04-05,100328.62,eva.miller@example.com,501716444,Average,True
382,EMP1382,Grace Brown,25.0,DevOps,Nevada,Active,2021-09-01,111236.69,grace.brown@example.com,5618579063,Excellent,True
383,EMP1383,Eva Jones,35.0,Cloud Tech,Florida,Active,2024-05-07,106832.22,eva.jones@example.com,7715910299,Good,True
384,EMP1384,Frank Jones,30.0,DevOps,Florida,Active,2023-06-15,59746.45,frank.jones@example.com,2156321357,Good,True
385,EMP1385,David Garcia,25.0,Sales,California,Pending,2021-07-29,91780.04,david.garcia@example.com,40104144,Poor,True
386,EMP1386,Eva Williams,35.0,Sales,California,Pending,2023-10-23,107062.66,eva.williams@example.com,9642297124,Good,True
387,EMP1387,Grace Davis,25.0,HR,Nevada,Active,2023-12-07,110625.52,grace.davis@example.com,2967188396,Excellent,True
388,EMP1388,Frank Smith,30.0,DevOps,Florida,Inactive,2020-10-18,90419.79,frank.smith@example.com,7457314414,Average,True
389,EMP1389,Grace Smith,40.0,Finance,Texas,Pending,2024-06-15,111608.76,grace.smith@example.com,8331170302,Good,True
390,EMP1390,Eva Williams,35.0,Finance,Florida,Inactive,2023-04-06,50173.12,eva.williams@example.com,7637153987,Poor,False
391,EMP1391,Bob Williams,40.0,DevOps,Nevada,Pending,2022-01-03,109507.44,bob.williams@example.com,5472812355,Good,False
392,EMP1392,Grace Garcia,30.0,Finance,New York,Inactive,2021-07-03,72600.56,grace.garcia@example.com,7983631461,Excellent,False
393,EMP1393,Charlie Garcia,30.0,Finance,California,Pending,2024-04-10,53388.65,charlie.garcia@example.com,4912711306,Poor,True
394,EMP1394,Heidi Williams,25.0,Cloud Tech,New York,Inactive,2022-07-23,50047.32,heidi.williams@example.com,2407875417,Good,False
395,EMP1395,David Brown,30.0,DevOps,California,Active,2024-11-25,115290.79,david.brown@example.com,1563268684,Poor,False
396,EMP1396,Frank Garcia,35.0,Cloud Tech,California,Pending,2023-08-21,61586.76,frank.garcia@example.com,745106633,Excellent,False
397,EMP1397,Eva Miller,30.0,Finance,Nevada,Active,2023-12-12,56662.86,eva.miller@example.com,3629489785,Average,True
398,EMP1398,Bob Garcia,30.0,Sales,New York,Pending,2023-10-24,85547.87,bob.garcia@example.com,1031310093,Excellent,True
399,EMP1399,Frank Smith,25.0,Finance,Nevada,Active,2022-09-05,54957.98,frank.smith@example.com,3181439665,Excellent,True
400,EMP1400,Bob Garcia,25.0,HR,California,Inactive,2020-10-07,76790.47,bob.garcia@example.com,1347323548,Excellent,True
401,EMP1401,Charlie Brown,30.0,Cloud Tech,Illinois,Pending,2020-01-18,92722.35,charlie.brown@example.com,4012897431,Excellent,False
402,EMP1402,Frank Williams,30.0,DevOps,Nevada,Active,2022-04-23,93125.32,frank.williams@example.com,5122572075,Average,False
403,EMP1403,David Smith,25.0,Cloud Tech,New York,Active,2023-04-22,101100.64,david.smith@example.com,5024120956,Average,False
404,EMP1404,Grace Garcia,35.0,Admin,New York,Inactive,2023-08-13,55897.41,grace.garcia@example.com,9073710093,Poor,False
405,EMP1405,Eva Brown,25.0,DevOps,California,Active,2022-11-26,92484.88,eva.brown@example.com,3882211456,Good,True
406,EMP1406,Grace Miller,35.0,DevOps,Texas,Active,2022-10-10,77011.99,grace.miller@example.com,7584745704,Average,True
407,EMP1407,Bob Garcia,30.0,Cloud Tech,California,Inactive,2020-09-27,77078.68,bob.garcia@example.com,4589714801,Average,True
408,EMP1408,Grace Brown,35.0,Sales,Nevada,Active,2024-04-11,82971.02,grace.brown@example.com,6325703964,Good,False
409,EMP1409,Bob Miller,25.0,Sales,Texas,Active,2021-06-20,65102.01,bob.miller@example.com,3136148781,Average,True
410,EMP1410,Grace Williams,30.0,HR,Nevada,Pending,2022-10-23,103697.7,grace.williams@example.com,4556964429,Excellent,True
411,EMP1411,Grace Garcia,25.0,DevOps,Illinois,Pending,2023-06-15,60687.63,grace.garcia@example.com,9859167953,Excellent,False
412,EMP1412,Bob Miller,30.0,Admin,New York,Pending,2021-10-31,77351.21,bob.miller@example.com,1072728497,Good,False
413,EMP1413,Bob Smith,35.0,DevOps,Florida,Pending,2024-09-29,66704.62,bob.smith@example.com,2474140702,Poor,True
414,EMP1414,Grace Williams,25.0,Finance,Illinois,Pending,2020-04-22,71650.3,grace.williams@example.com,4910740649,Poor,True
415,EMP1415,Charlie Smith,25.0,Cloud Tech,Nevada,Active,2023-12-07,50794.54,charlie.smith@example.com,425488213,Good,True
416,EMP1416,Frank Jones,30.0,Sales,Nevada,Inactive,2020-12-07,76030.86,frank.jones@example.com,2369143074,Good,True
417,EMP1417,Eva Johnson,25.0,Cloud Tech,California,Inactive,2021-07-11,86669.79,eva.johnson@example.com,3666144941,Excellent,True
418,EMP1418,Bob Garcia,40.0,Finance,Illinois,Inactive,2020-04-23,84972.7,bob.garcia@example.com,9659234267,Poor,True
419,EMP1419,Frank Miller,30.0,HR,Texas,Pending,2023-10-12,100594.49,frank.miller@example.com,3441497825,Average,False
420,EMP1420,Alice Johnson,25.0,Cloud Tech,New York,Active,2022-08-24,75478.35,alice.johnson@example.com,6128758574,Excellent,False
421,EMP1421,Charlie Johnson,25.0,Sales,Nevada,Pending,2023-09-04,79355.85,charlie.johnson@example.com,6766708060,Good,False
422,EMP1422,Grace Miller,35.0,HR,Texas,Pending,2022-02-02,58358.07,grace.miller@example.com,2943985297,Poor,True
423,EMP1423,Alice Williams,30.0,Admin,Illinois,Active,2022-04-01,54824.85,alice.williams@example.com,9406260786,Average,False
424,EMP1424,Eva Garcia,35.0,HR,Texas,Pending,2022-07-24,50557.84,eva.garcia@example.com,104159148,Average,True
425,EMP1425,Eva Jones,30.0,Admin,Florida,Inactive,2023-04-26,118030.04,eva.jones@example.com,7501980381,Excellent,True
426,EMP1426,David Smith,30.0,Admin,New York,Active,2022-04-19,51673.72,david.smith@example.com,8723244078,Poor,False
427,EMP1427,Alice Brown,35.0,Cloud Tech,Nevada,Inactive,2024-10-04,101665.79,alice.brown@example.com,3110291812,Poor,True
428,EMP1428,David Smith,30.0,Admin,Florida,Inactive,2020-05-02,118079.15,david.smith@example.com,3170876013,Good,True
429,EMP1429,Eva Brown,25.0,Cloud Tech,New York,Pending,2022-04-25,99059.28,eva.brown@example.com,6723849790,Poor,False
